disease_id,category,log2fc__2_butanone,log2fc__2_pentanone,log2fc__3_methylbutanal,log2fc__acetaldehyde,log2fc__acetic_acid,log2fc__acetone,log2fc__acetonitrile,log2fc__allyl_methyl_sulfide,log2fc__ammonia,log2fc__benzaldehyde,log2fc__benzene,log2fc__butane,log2fc__butylamine,log2fc__butyric_acid,log2fc__carbon_disulfide,log2fc__crotonaldehyde,log2fc__cyclohexane,log2fc__decanal,log2fc__dimethyl_amine,log2fc__dimethyl_disulfide,log2fc__dms,log2fc__dmts,log2fc__dodecane,log2fc__ethane,log2fc__ethanol,log2fc__ethyl_acetate,log2fc__ethylbenzene,log2fc__formaldehyde,log2fc__furan,log2fc__heptanal,log2fc__hexanal,log2fc__hexane,log2fc__hydrogen_sulfide,log2fc__indole,log2fc__isoprene,log2fc__isopropanol,log2fc__limonene,log2fc__methanol,log2fc__methyl_acetate,log2fc__methyl_mercaptan,log2fc__nonanal,log2fc__octanal,log2fc__octane,log2fc__pentane,log2fc__phenol,log2fc__propanol,log2fc__propionaldehyde,log2fc__pyrrole,log2fc__styrene,log2fc__toluene,log2fc__trimethylamine,log2fc__undecane,log2fc__valeric_acid,log2fc__xylene
chronic_kidney_disease,metabolic,0.5073623706853835,0.3539739321592289,0.002478948136778942,-0.16727054877775338,-0.0023937844708560533,0.4369524345493364,-0.16347466462865382,-0.16727054877775338,3.237946691862379,-0.008663415772533621,0.04635951844379424,-0.006319782477856551,-0.0023937844708562138,-0.0023937844708560533,0.0033001959448757954,-0.0057078880739668,-0.0029127289910101943,-0.007141189195645485,0.5464877971081661,3.981280461735194e-05,0.499950647701284,0.00741550681117983,-0.004889891733551362,0.01300066428191637,0.0005867416556261358,0.010401986559901604,-0.059579200407379365,0.0019240668452434732,-0.04807387736044842,0.02197976137967472,0.9341018976665281,-0.003106569332710392,-0.001068127549935545,0.0034380226791812804,-0.01994162275322662,0.45090567113619123,-0.0011881223472207279,-0.001005960526363111,-0.16584720578802575,-0.001068127549935545,0.024519384721044857,-0.0011619981691168802,0.11959271406141694,0.9461144287415753,0.10747694516835488,-0.010229177170484305,-0.0057078880739668,-0.007303442714802512,-0.005756477320129666,-0.002335569691131557,0.2010708719704844,0.004668380522185913,-0.0023937844708562138,0.0027768281545931827
chronic_liver_disease,metabolic,0.5011890839367484,0.3539739321592289,0.002478948136778942,-0.16666543787045135,-0.00221292800956566,0.3291659579773252,-0.16286955372135178,-0.16666543787045118,3.489546146681662,0.09036631132581345,0.1051595184437942,-0.006319782477856551,-0.0022129280095658206,-0.00221292800956566,1.2097504111841633,-0.0057078880739668,-0.0029127289910101943,-0.007036433109344028,-0.006691548310912594,3.981280461735194e-05,3.3375398436210326,0.31586350681117964,-0.004889891733551362,0.01300066428191637,0.0005867416556261358,0.010401986559901604,-0.0007792004073793427,-0.009350822247454494,-0.04807387736044842,0.02197976137967472,0.03360509653791953,-0.003106569332710392,1.0922995982428323,0.0034380226791812804,-0.01994162275322662,0.45090567113619123,0.9909608467428033,-0.002798888411216655,-0.16524209488072364,0.07218491600774361,0.024519384721044857,-0.0011619981691168802,0.11959271406141694,0.05583002832742373,0.10747694516835488,-0.010229177170484305,-0.0057078880739668,-0.007303442714802512,0.05120803694450866,0.08504105067696303,0.2010708719704844,0.004668380522185913,-0.0022129280095658206,0.0339313915892506
chronic_pain,unspecified,0.10580077710244654,-0.38535505622696714,0.008672537882897804,-0.4274087601554924,-0.009316844317487439,0.28689024298271204,-0.42503412803449997,-0.43490342682215893,0.10155652453452596,-0.022524881008587124,0.12053474795386482,-0.009669434442427105,-0.009316844317487439,-0.009316844317487439,0.012906405641467385,-0.007112508992313598,-0.0017770953766261233,-0.00794109190867834,-0.015807116517464023,0.00010351329200491581,0.013446960918225297,0.019280317709067088,-0.007304118507233482,0.010495727132982363,0.005249858551974376,0.027045165055744034,-0.15490592105918605,-0.02588542620236717,-0.17751417114329834,0.06873937958715444,1.1716855800476829,-0.0003490802650465204,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.0824228677712776,-0.0030891181027738347,-0.01159100160445383,-0.43120273504886686,-0.004161938961984116,0.07630840027471689,0.14279117234508065,0.317703056559684,1.8221909143014912,0.27944005743772243,-0.039544300824638765,-0.006146508992313526,-0.01898895105848673,-0.014966841032337379,-0.006072481196941563,-0.004775870085668048,0.01793378935768337,-0.009316844317487439,0.010854883296926215
clostridioides_difficile_infection,microbiome,0.025994425286169336,-0.1482134831642181,0.029798039045869685,-0.08813873059593531,-0.0023937844708560533,0.07048566049910343,-0.16347466462865382,-0.042854548777753465,4.290904926085944,-0.008663415772533621,0.046625831632693744,-0.006319782477856551,-0.0023937844708562138,-0.0023937844708560533,0.0033001959448757954,-0.0057078880739668,-0.0029127289910101943,-0.007141189195645485,0.5918407370655954,1.1185449771980205,0.048783838617290166,0.01193697801770102,-0.004889891733551362,0.01612566428191627,2.4939668462853466,0.3738635305241288,-0.059579200407379365,-0.009955933154756604,-0.04807387736044842,0.02197976137967472,0.0895414936129308,-0.003106569332710392,4.418374663566616,4.466804926540654,-0.01994162275322662,0.05078124276705493,-0.0011881223472207279,0.011964412742686358,-0.16584720578802575,0.5383936641183814,0.02842563472104492,-0.0011619981691168802,0.11959271406141694,0.14083695481629546,1.1696785733976116,0.3509578652488965,-0.0057078880739668,0.40963788729281597,-0.005756477320129666,-0.002335569691131557,0.7130641449344698,0.004668380522185913,-0.0023937844708562138,0.0027768281545931827
cmv,infectious,0.04027080552659802,-0.1482134831642181,0.028366220864051647,-0.16227054877775351,-0.0035921678087984855,0.3518015502027903,0.5808014991962616,-0.16727054877775338,0.35667550373344425,0.0037565842274665208,0.060849518443794264,0.019930217522143304,-0.0035921678087984855,-0.0035921678087984855,0.004947467251854851,0.20242778071654888,0.019587271008990034,0.03410881080435437,0.011799360779996293,3.981280461735194e-05,0.005153966517019903,0.00741550681117983,0.016110108266448615,0.04675066428191642,0.0028518825633034486,0.010401986559901604,-0.04508920040737925,-0.009955933154756604,-0.06479113849181724,0.06697976137967471,2.15304200819976,0.026893430667289706,-0.0016024880247879397,0.005153966517019584,-0.030016761792365097,0.05614180086574822,0.019511877652779234,-0.0044716696272548775,-0.16584720578802575,-0.0016024880247879397,0.07326938472104484,0.016937770987302928,0.1458427140614168,0.09296154132689606,0.10747694516835488,-0.015371093020478363,0.028042111926033085,-0.007303442714802512,0.008733522679870166,0.014224430308868543,-0.0018391683957215991,0.02716838052218595,-0.0035921678087984855,0.01072473213661349
colon_adenocarcinoma,cancer,1.5194908786985495,-0.4819132973136886,0.01089981061017042,1.8039873595851934,-0.009316844317487439,0.43798506044345414,-0.42503412803449997,-0.43490342682215893,0.10217697324776435,-0.022524881008587124,0.15868675044413477,0.28653282357738136,-0.009316844317487439,-0.009316844317487439,0.012906405641467385,-0.009912508992313697,-0.0038770953766260326,-0.011791091908678303,-0.014216207426554776,0.00010351329200491581,0.013446960918225297,0.019280317709067088,-0.009264118507233417,0.007345727132982117,2.3308230087172546,0.027045165055744034,-0.12074954100841716,-0.012579826202367047,0.14549559143812235,0.3618353395359147,2.50008579867895,0.31037817775476195,0.5818789243653214,0.029713727255935546,-1.3232029369474587,0.08231778876594291,-0.0030891181027738347,-0.008292718214843404,-0.43120273504886686,-0.004161938961984116,0.4657043092111886,0.393455256006175,0.3441430212637257,1.9532092448947247,0.27944005743772243,-0.037873187538160935,0.304230749027495,-0.01898895105848673,0.09331089782300296,-0.006072481196941563,-0.004775870085668048,0.01583378935768318,-0.009316844317487439,0.010854883296926215
copd,pulmonary,0.4030395640851385,-0.5143338937149126,0.043308217715592165,-0.1424861682916381,-0.001714257026798451,0.4482847241510389,-0.16173028414253857,-0.16552616829163805,0.05043783132819059,-0.33190617509174475,0.6941824470751479,0.29328960053366887,-0.001714257026798451,-0.001714257026798451,0.004989210570290311,0.33093027273119896,0.23026330932010955,-0.029984587675823106,0.02279772126790058,-0.0023059782043280963,0.005195717082167731,0.006630227235765559,-0.24854920994799906,2.004766238472984,0.00800447969509212,-0.43865266028754063,-0.3995400914609246,-0.005773386873667301,-0.5484321757259941,1.2354622682278285,4.85650126771712,0.34246149060580583,-0.002656188231872902,0.005195717082167731,-0.40000010341746894,0.6454789649491414,0.11095420067387778,-0.0025951653589812414,-0.16410282530191034,-0.0026561882318727414,0.8895406158257149,0.21729924068065648,-0.1299469728636945,4.839427754358179,0.5803984527717428,-0.4376866124967064,0.36870214773119897,-0.006164173135989264,0.07227240925786786,0.4526193240866131,-0.0013271850869935654,0.24241818228169834,-0.001714257026798451,0.06290703331702115
covid19,infectious,0.6230456521448952,-0.21784891576855103,0.13063210533815758,-0.057099509249079326,0.008803460551809812,0.6837163896884684,-0.13455362509997973,-0.13894965802416437,0.08915677663155597,-0.009709174860689927,0.06348364863697523,0.1760256949860532,0.008803460551809812,0.008803460551809812,0.008029750676658523,0.14950940444930877,0.15576102902859115,0.26714575324288314,0.08357178351002183,0.008218163435961098,0.008236784468005307,0.015593857442523326,0.13820385404447377,0.27118605147084557,0.42823321125142566,0.010722416488552922,-0.07880972725571604,0.01692949483401174,-0.007049377756694497,0.904163580456805,4.729490353747856,0.14949171565931751,0.001462800885384349,0.008236784468005624,-0.49806372443741537,0.05656752255853409,0.006990228284123086,-0.4291987590250021,-0.13555997724254368,0.0014628008853840289,0.9628207413382712,0.7284133200546414,0.26385304747000027,4.839427754358179,0.09678517448320728,-0.018097433106348475,0.21283090575799993,-0.008349201802958986,0.001055684294405962,0.004476591923404524,-0.002308932508378608,0.15712212630021116,0.008803460551809812,0.007243493281395289
creutzfeldt_jakob,neurological,0.24543091824257862,0.022888647641658818,0.09311311071266744,0.34167379819916316,0.005734841696816819,0.5235794094364274,-0.13501627949594713,-0.13941231242013186,0.45118321260505473,-0.009485442213452721,-0.0779487202743118,0.13008856224850832,0.005734841696816819,0.005734841696816819,0.01190967929149253,0.1471224566523982,0.11538086920734958,0.17774724446628756,0.056836425248168024,0.011127030698416251,0.015859077055758918,0.051622724704978466,0.09935078669171106,0.835353884796333,-0.00013892342155014196,0.010946149135790192,-0.059579200407379365,0.03857984043804429,-0.014727606676968567,0.644767850155913,4.85650126771712,0.15730997665203855,0.26872319319897514,0.01764749007774069,-0.2766655139908478,0.05037161186508652,0.009899095546578343,0.0053387462628902435,-0.13602263163851117,0.009369387684344022,0.9485306472081245,0.46771784047265946,0.26861418031103995,4.839427754358179,-0.011265006544239831,0.19207517519475906,0.16354445665239817,-0.00812546915572179,0.003964551556861218,0.007385459185859597,-0.0014719213897008902,0.11674196647896927,0.005734841696816819,0.005713122967327395
cystic_fibrosis,pulmonary,0.04027080552659802,-0.1482134831642181,0.007251675409506031,-0.12102054877775341,-0.0035921678087984855,0.39204778500322496,-0.16347466462865382,-0.09542804877775328,2.846349665199989,-0.008663415772533621,0.046625831632693744,0.06626146752214329,-0.0035921678087984855,-0.0035921678087984855,0.03454353761957851,0.08897542777540708,0.059299771008989914,0.11864837665372813,0.10448129259817807,0.11977731280461731,1.3331953776010106,0.1224355068111796,0.053175108266448744,1.3891328848008297,0.45004882981565664,0.04649573655990171,-0.059579200407379365,-0.009955933154756604,-0.05064216630812427,0.14640476137967476,4.397817449975676,0.09916294777504742,2.1362951181062293,1.8416556314519343,-0.2986831537616402,0.05614180086574822,-0.0011881223472207279,0.007142882369338846,-0.16584720578802575,0.10044512246854426,0.15931313472104494,0.05613876337609061,0.19217396406141693,4.694864910111621,0.5870831951683548,0.002500445051347953,0.0993441777754069,0.0765128072851975,-0.005756477320129666,-0.002335569691131557,0.0957680591799626,0.06688088052218595,-0.0035921678087984855,0.004163240537168198
diabetic_retinopathy,unspecified,0.10580077710244654,-0.38535505622696714,0.008672537882897804,-0.4274087601554924,-0.009316844317487439,0.28689024298271204,-0.42503412803449997,-0.43490342682215893,0.10155652453452596,-0.022524881008587124,0.12053474795386482,-0.009669434442427105,-0.009316844317487439,-0.009316844317487439,0.012906405641467385,-0.007112508992313598,-0.0017770953766261233,-0.00794109190867834,-0.015807116517464023,0.00010351329200491581,0.013446960918225297,0.019280317709067088,-0.007304118507233482,0.010495727132982363,0.005249858551974376,0.027045165055744034,-0.15490592105918605,-0.02588542620236717,-0.17751417114329834,0.06873937958715444,1.1716855800476829,-0.0003490802650465204,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.0824228677712776,-0.0030891181027738347,-0.01159100160445383,-0.43120273504886686,-0.004161938961984116,0.07630840027471689,0.14279117234508065,0.317703056559684,1.8221909143014912,0.27944005743772243,-0.039544300824638765,-0.006146508992313526,-0.01898895105848673,-0.014966841032337379,-0.006072481196941563,-0.004775870085668048,0.01793378935768337,-0.009316844317487439,0.010854883296926215
down_syndrome,unspecified,0.10580077710244654,-0.38535505622696714,0.008672537882897804,-0.4274087601554924,-0.009316844317487439,0.28689024298271204,-0.42503412803449997,-0.43490342682215893,0.10155652453452596,-0.022524881008587124,0.12053474795386482,-0.009669434442427105,-0.009316844317487439,-0.009316844317487439,0.012906405641467385,-0.007112508992313598,-0.0017770953766261233,-0.00794109190867834,-0.015807116517464023,0.00010351329200491581,0.013446960918225297,0.019280317709067088,-0.007304118507233482,0.010495727132982363,0.005249858551974376,0.027045165055744034,-0.15490592105918605,-0.02588542620236717,-0.17751417114329834,0.06873937958715444,1.5139382464066167,-0.0003490802650465204,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.0824228677712776,-0.0030891181027738347,-0.01159100160445383,-0.43120273504886686,-0.004161938961984116,0.07630840027471689,0.14279117234508065,0.317703056559684,2.1318196595647043,0.27944005743772243,-0.039544300824638765,-0.006146508992313526,-0.01898895105848673,-0.014966841032337379,-0.006072481196941563,-0.004775870085668048,0.01793378935768337,-0.009316844317487439,0.010854883296926215
endometrial_cancer,cancer,0.6154913832462209,-0.4819132973136886,0.017689651519261246,0.9086189185670653,-0.009316844317487439,0.330114148375813,-0.42503412803449997,-0.43490342682215893,0.10407014226520354,-0.022524881008587124,0.15868675044413477,0.29750882357738123,-0.009316844317487439,-0.009316844317487439,0.012906405641467385,0.002631491007686332,0.005530904623373869,0.0054569080913217174,-0.009366321062918586,0.00010351329200491581,0.013446960918225297,0.019280317709067088,-0.0004833185072335221,0.021457727132982118,0.8960764831045231,0.027045165055744034,-0.12074954100841716,-0.02588542620236717,0.1488238053550581,0.40690133953591434,2.24547886401223,0.32292217775476195,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.08231778876594291,-0.0030891181027738347,-0.01159100160445383,-0.43120273504886686,-0.004161938961984116,0.5282733295321644,0.4615299834440046,0.3551190212637258,2.593231837499445,0.27944005743772243,-0.037873187538160935,0.31834274902749504,-0.01898895105848673,0.09331089782300296,-0.006072481196941563,-0.004775870085668048,0.025241789357683255,-0.009316844317487439,0.010854883296926215
endometriosis,unspecified,0.10669227253279462,-0.38535505622696714,0.02462871970107965,-0.42449209348882566,-0.009316844317487439,0.3958653120522016,-0.42503412803449997,-0.43490342682215893,0.10600761314638732,-0.022524881008587124,0.12053474795386482,0.0055205655575726745,-0.009316844317487439,-0.009316844317487439,0.012906405641467385,0.010247491007686462,0.011242904623373868,0.015928908091321678,-0.00440984379019108,0.00010351329200491581,0.013446960918225297,0.019280317709067088,0.004847881492766646,0.030025727132982055,0.006403953681267812,0.027045165055744034,-0.15490592105918605,-0.02588542620236717,-0.17340341880456273,0.09477937958715442,2.893196824653569,0.0170109197349536,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.0824228677712776,-0.0030891181027738347,-0.01159100160445383,-0.43120273504886686,-0.004161938961984116,0.10451840027471668,0.2825301192790408,0.33289305655968393,3.3512157293907103,0.27944005743772243,-0.039544300824638765,0.013383491007686548,-0.01898895105848673,-0.014966841032337379,-0.006072481196941563,-0.004775870085668048,0.03095378935768325,-0.009316844317487439,0.010854883296926215
epilepsy,neurological,0.04291050234379739,-0.1482134831642181,0.002478948136778942,-0.13310020573645184,-0.0026249387695630195,0.6226357552907533,-0.16424832158735217,-0.1680442057364516,0.04567257730820442,-0.008663415772533621,0.04635951844379424,-0.006319782477856551,-0.00262493876956318,-0.0026249387695630195,0.0033001959448757954,-0.0057078880739668,-0.0029127289910101943,-0.007141189195645485,-0.006691548310912594,3.981280461735194e-05,0.0034380226791812804,0.00741550681117983,-0.004889891733551362,0.37388955143167396,0.0005867416556261358,0.010401986559901604,-0.059579200407379365,0.01547840988654496,-0.04807387736044842,0.02197976137967472,1.5057074916200426,-0.003106569332710392,-0.001068127549935545,0.016754654815851373,0.21274724443136006,0.0517881847775151,-0.0011881223472207279,-0.0032105065681013456,-0.1666208627467239,-0.001068127549935545,0.3350328645088812,0.29818658813661897,0.11959271406141694,2.685359687384168,0.10747694516835488,0.1473621801156634,-0.0057078880739668,-0.007303442714802512,-0.005756477320129666,-0.002335569691131557,-0.0012258517159999397,0.004668380522185913,-0.00262493876956318,0.0027768281545931827
esophageal_cancer,cancer,1.4331649283775036,-0.4819132973136886,0.022172037882897656,1.7295192795381902,-0.009316844317487439,0.3310078998609997,-0.42503412803449997,-0.43490342682215893,0.10532136679961165,-0.019462381008587007,0.16225966711080136,0.30099241732738125,-0.009316844317487439,-0.009316844317487439,0.012906405641467385,0.0066127410076864904,0.008516842123373764,0.010931126841321803,-0.006164616517463956,0.00010351329200491581,0.013446960918225297,0.019280317709067088,0.002303556492766662,0.025936633382982126,2.5806152178429858,0.027045165055744034,-0.11717662434175041,-0.02588542620236717,0.14988229969107913,0.4128732145359147,3.1612313485435872,0.32690342775476194,-0.004161938961984116,0.013446960918225614,-0.07642489056930739,0.08231778876594291,0.0020150485638930436,-0.01159100160445383,-0.43120273504886686,-0.004161938961984116,0.5347428607821645,0.46401992351420096,0.35860261501372576,2.9725655046552846,0.27944005743772243,-0.037873187538160935,0.32282165527749496,-0.01898895105848673,0.09688381448966947,-0.0019891478636084427,-0.004775870085668048,0.028227726857683173,-0.009316844317487439,0.012478522656455073
